CODIGO	NOMBRE	PROV	CAN	PARR	SOSTENIM	NIVEL
11664	BUENOS AIRES	13	3	55	1	2
11665	ESTHER ULLAURI DE MALO	1	10	01	1	1
11666	CRISTOBAL COLON	13	3	55	1	2
11667	PLUTARCO JULIO GOMEZ	13	3	55	1	2
11668	ELOY ALFARO	1	4	52	1	2
11669	ROLANDO OCHOA CHICA	1	4	52	1	2
11671	GLORIA VELAZQUEZ DE FALLU	13	3	55	1	2
11672	GENERAL ELOY ALFARO	13	3	55	1	2
11674	WILFRIDO ALVAREZ AMBROSI	1	4	52	1	2
11675	ROSA FREILE ESPINEL	13	3	55	1	2
11679	LUIS MARIA PINTO	13	3	55	1	2
11680	JUAN BAUTISTA DAVILA	1	4	53	1	2
11683	30 DE NOVIEMBRE	13	3	55	1	2
11685	TIRSA FLORES DE VALGAS	13	3	55	1	2
11687	BAJO EL CIELO DE AMERICA	13	3	55	1	2
11693	MANUEL DE JESUS REAL	13	3	54	1	2
11694	LIBERTADOR SIMON BOLIVAR	13	3	54	1	2
11695	22 DE AGOSTO	13	3	54	1	2
11697	RICARDO CHAVEZ MACIAS	13	3	53	1	2
11698	DR. CAMILO PONCE ENRIQUEZ	13	3	53	1	2
11699	LUZ DE AMERICA	13	3	54	1	2
11700	ESTRELLA DE DAVID	13	8	04	5	2
11703	LUZ MARIA PAZMIÑO VERA	13	3	02	1	2
11708	TRAJANO CENTENO RIVADENEIRA	13	3	01	1	2
11709	RIO MONGOLLA	13	3	54	1	2
11710	FLORENTINO VALDEZ	13	3	54	1	2
11714	EMILIO MURILLO	1	1	11	1	2
11715	REMIGIO ROMERO Y CORDERO (UNEDID)	1	1	12	1	2
11716	SALOMON VILLAVICENCIO	13	3	01	1	2
11717	LUISA DE JESUS CORDERO	1	1	12	2	2
11718	VICENTE CEVALLOS	13	3	53	1	2
11720	PANAMA	1	1	12	1	2
11723	IGNACIO ESCANDON	1	1	14	1	2
11724	SIN NOMBRE (SUSPIRO)	13	3	53	1	2
11725	BILINGUE INTERAMERICANA	1	1	12	5	2
11727	9 DE OCTUBRE (LA HERMOSA)	13	3	53	1	2
11728	SAN FRANCISCO DE BORJA	1	1	51	4	2
11730	AGUSTIN CARRION HEREDIA	1	1	51	1	2
11731	RIO JAMA	13	3	53	1	2
11732	SEGUNDO ESPINOSA CALLE	1	1	51	1	2
11734	MEDARDO NEIRA GARZON	1	1	51	1	2
11735	PEDRO VICENTE MALDONADO	13	3	53	1	2
11736	CORNELIO CRESPO TORAL	1	1	51	1	2
11737	MARIA M.MENENDEZ MOREIRA	13	3	53	1	2
11738	ENRIQUETA CORDERO DAVILA	1	1	51	1	2
11740	NICOLAS OCTAVIO MOREIRA	13	3	01	1	2
11741	AGUSTIN CUESTA VINTIMILLA	1	1	51	1	2
11743	26 DE ENERO	13	3	54	1	2
11744	ALFONSO CARRION HEREDIA	1	1	51	1	2
11745	JOEL MONROY	1	1	51	1	2
11747	CONVENTO	13	3	53	4	2
11748	CARLOS TERAN ZENTENO	1	1	52	1	2
11750	GABRIEL ARSENIO ULLAURI	1	1	52	1	2
11753	GONZALO OLEAS ZAMBRANO	13	4	01	1	2
11755	MANUEL MARIA SANCHEZ	13	17	51	1	2
11756	JOSE MARIA CAMACARO	1	1	52	1	2
11757	SIN NOMBRE (CHEVE ARRIBA)	13	17	51	1	2
11759	LOS ALAMOS	1	1	52	1	2
11762	SIN NOMBRE (MURACUMBO)	13	17	51	1	2
11764	SOCIEDAD SAN FRANCISCO	1	1	52	1	2
11766	SAGRADOS CORAZONES	1	1	11	4	2
11767	DR. EDMUNDO CARBO	5	4	53	1	2
11768	CONDOR MIRADOR	13	17	51	1	2
11771	VICTOR MANUEL PEÑAHERRERA	13	17	51	1	2
11772	CIUDAD DE MANAGUA	5	4	53	1	2
11773	LEONCIO GALLEGOS SOLANO	1	1	53	1	2
11774	SIN NOMBRE (CHEVE ABAJO)	13	17	51	1	2
11775	CIUDAD DE SANTO DOMINGO	5	4	53	1	2
11776	NAZARET	13	15	01	5	2
11779	CIUDAD DE SAN JOSE	5	4	53	1	2
11780	RAMON QUERUBIN GUERRERO	13	18	01	1	2
11781	MARIO VICENTE GOMEZ ULLAURI	1	1	53	1	2
11782	SIN NOMBRE (SERRANO)	13	17	51	1	2
11783	LEOPOLDO N. CHAVEZ	5	4	53	1	2
11786	JUAN MONTALVO (PLANTEL CENTRAL)	13	17	52	1	2
11787	DEMETRIO AGUILERA MALTA	13	18	01	1	2
11789	BEATRIZ JIMENEZ BAQUERO	5	4	58	1	2
11790	PABLO ANIBAL VELA	13	17	52	1	2
11791	ECUADOR AMAZONICO	1	1	53	1	2
11792	PRINCESA PACHA	5	4	53	1	2
11793	MEDARDO ANGEL SILVA	13	17	52	1	2
11794	JUAN JOSE RAMOS	1	1	53	1	2
11795	MEDARDO ANGEL SILVA	13	18	01	1	2
11796	MARGARITA ZEDEÑO DE BELLETINE	13	17	52	1	2
11797	CORNELIO HIDALGO CASTRO	1	1	53	1	2
11798	O.E.A.	5	4	53	1	2
11801	12 DE OCTUBRE (PESCADO ABAJO)	13	18	01	1	2
11802	PASTOR OCTAVIO MATA	5	4	53	1	2
11803	SIN NOMBRE (LA MANUCA)	13	17	53	1	2
11804	SAN  PEDRO	1	1	53	1	2
11805	CARLOS GUEVARA MORENO	5	4	53	1	2
11806	JUAN CARLOS CEVALLOS	13	6	03	5	2
11807	TOMAS ABAD	1	1	53	1	2
11808	CIUDAD DE LA HABANA	5	4	53	1	2
11810	ABELARDO J ANDRADE	1	1	54	1	2
11811	ABEL GILBERT PONTON	13	17	52	1	2
11812	DR. MANUEL AGUSTIN AGUIRRE	5	4	53	1	2
11813	ABDON CALDERON MUNOZ	13	18	01	1	2
11814	RAFAEL CORRAL MOSCOSO	1	1	54	1	2
11816	GABRIEL ALVAREZ	5	7	52	1	2
11817	PEDRO VICENTE MALDONADO	13	17	52	1	2
11818	ARNULFO CEVALLOS INTRIAGO	13	17	52	1	2
11819	ALFONSO CARRASCO	1	1	55	1	2
11820	LUCIANO MORAL	5	7	52	1	2
11821	SIMON BOLIVAR	13	11	52	1	2
11822	SIN NOMBRE (TABIAZA ARRIBA)	13	17	52	1	2
11823	LOS CARAS	13	17	52	1	2
11824	BERNARDO DE LEGARDA	5	7	52	1	2
11825	JOSE PERALTA	1	1	55	1	2
11826	JAIME ROLDOS AGUILERA	13	17	52	1	2
11827	VIRGILIO SALAZAR	1	1	55	1	2
11828	CINCO DE ENERO	5	7	52	1	2
11829	PEDRO PABLO MIELES	13	18	01	1	2
11831	MARIA ANGELICA IDROVO	5	7	52	1	2
11832	PACTO ANDINO	13	17	52	1	2
11833	ROBERTO ESPINOZA	1	1	55	1	2
11834	SUCRE	13	17	52	1	2
11835	MARIANO MONTES	5	7	52	1	2
11837	FRANCISCO CISNEROS	1	1	55	1	2
11839	VEINTIUNO DE FEBRERO	5	7	52	1	2
11840	ELOY ALFARO DELGADO	13	17	53	1	2
11841	ALFREDO H. MORA	1	1	56	1	2
11842	FEDERICO GONZALEZ SUAREZ	13	18	01	1	2
11843	HERMANOS QUIJANO	5	7	52	1	2
11844	12 DE OCTUBRE (SAN ANTONIO)	13	17	52	1	2
11845	GONZALO S. CORDOVA	1	1	56	1	2
11847	ESTHELA LOMAS CUEVA	5	4	55	1	1
11848	NUEVA ESPERANZA	13	17	52	1	2
11849	DANIEL MOREIRA	13	18	01	1	2
11850	MANUELA MOGROVEJO	1	1	56	1	2
11851	MEDARDO ANGEL SILVA	13	6	58	5	2
11852	ALFREDO PAREJA	13	17	52	1	2
11853	RICARDO CHAVEZ MACIAS	13	18	01	1	2
11854	CARCHI	5	4	55	1	2
11856	MIGUEL DIAZ CUEVA	1	1	56	1	2
11858	XAVIER MUÑOZ CHAVEZ	1	1	56	1	2
11860	10 DE AGOSTO (CHEPE VELEZ)	13	18	01	1	2
11862	VICENTE ROCAFUERTE	5	4	55	1	2
11864	SIN NOMBRE DE BELLA UNION	1	1	57	1	2
11865	CRISTOBAL COLON	13	18	01	1	2
11866	24 DE MAYO	1	1	57	1	2
11867	FAUSTO MOLINA MOLINA	13	17	01	1	2
11868	LUIS VELECELA YUNGA	1	1	57	1	2
11870	EUFEMIA GUANANGA MANGUI	1	1	57	1	2
11872	SIN NOMBRE (MARIANO)	13	17	01	1	2
11873	JAIME ROLDOS AGUILERA (CALVO GRANDE)	13	18	01	1	2
11874	SIN NOMBRE DE TRES MARIAS	1	1	57	1	2
11875	EL ORO	5	4	56	1	2
11876	ALFREDO DUEÑAS VELASQUEZ	13	17	01	1	2
11877	MANUELA GARAICOA DE CALDERON	1	1	57	1	2
11878	JOSE JOAQUIN OLMEDO	5	4	56	1	2
11879	SIN NOMBRE (LA FELICIDAD)	13	17	01	1	2
11881	REINO DE QUITO	1	1	57	1	2
11882	DR. JAIME VITERI SILVA	13	17	01	1	2
11883	MANABI	5	4	56	1	2
11884	ABDON CALDERON MUÑOZ	1	1	57	1	2
11885	SIN NOMBRE (TABUGA)	13	17	01	1	2
11888	ATILIO ZAMBRANO	13	17	01	1	2
11890	24 DE JUNIO	1	8	52	1	2
11891	JUAN DE VELASCO	13	18	01	1	2
11892	MITAD DEL MUNDO	13	17	01	1	2
11893	10 DE MAYO	1	1	57	1	2
11894	REPUBLICA DEL ECUADOR	13	17	01	1	2
11895	VICENTE ROCAFUERTE	13	18	01	1	2
11896	GABRIELA MISTRAL (LA CABUYA)	13	17	01	1	2
11897	1 DE MAYO	1	1	57	1	2
11898	24 DE MAYO (MEDIANO ABAJO)	13	17	01	1	2
11899	SANTA ANA DE LOS RIOS	1	1	57	1	2
11901	LUZ DE AMERICA	1	1	57	1	2
11902	26 DE SEPTIEMBRE	13	17	51	1	2
11903	GUAYAS Y QUIL	13	18	01	1	2
11905	SENEY MARCOS SUBIA	13	17	01	1	2
11906	JAIME ALVEAR MERCHAN	1	1	57	1	2
11907	AMAZONAS	13	18	01	1	2
11908	SIN NOMBRE (SAN LUIS DE BABACUY)	13	17	01	1	2
11909	6 DE ENERO	1	1	57	1	2
11910	SIN NOMBRE (EL CAMARON)	13	17	01	1	2
11911	JORGE ARAUJO	5	4	57	1	2
11912	PROVINCIA DE MANABI	13	18	01	1	2
11914	SANTA ROSA	13	17	53	5	2
11915	CICLO EDUCATIVO ECUADOR	13	17	01	5	2
11917	RIO MARAÑON	1	1	57	1	2
11920	12 DE OCTUBRE (ATAHUALPA)	13	17	53	1	2
11921	RIO PUTUCAY	1	1	57	1	2
11922	RICARDO JARAMILLO	5	4	57	1	2
11926	ELOY ALFARO (VILLEGAS ABAJO)	13	18	01	1	2
11927	CIUDAD PUERTO PRINCIPE	5	4	57	1	2
11928	EQUINOCCIAL	13	17	01	5	2
11930	OLALLA MACIAS	13	13	52	1	2
11932	DR. RAFAEL TERAN CORONEL	5	4	57	1	2
11933	LUZ DEL AZUAY	1	1	57	1	2
11934	JESUS DEL GRAN PODER	1	1	57	1	2
11935	FRANCISCO MIRANDA	5	4	57	1	2
11936	JUAN LEON MERA	13	13	53	1	2
11937	15 DE AGOSTO	1	1	57	1	2
11938	ATAHUALPA	13	13	52	1	2
11939	TEOFILO SEGOVIA	5	4	57	1	2
11940	RAFAEL ADOLFO GALINDO MOSCOSO	1	1	57	1	2
11942	9 DE OCTUBRE (SANTA ANA)	13	13	01	1	2
11943	MARIA CRISTINA BRITO ROSAS	1	1	57	1	2
11944	BENITO JUAREZ	5	4	57	1	2
11946	JOSE VICENTE ALMEIDA	13	13	01	1	2
11947	DR. LEONIDAS GARCIA ORTIZ	5	4	57	1	2
11949	ANGEL ARTEAGA CANARTE	13	13	01	1	2
11950	ARGENTINA	5	4	57	1	2
11951	VICENTE MORENO MORA	1	1	57	1	2
11952	MANUEL J. CALLE	13	13	02	1	2
11954	EUDOFILO ALVAREZ	5	4	57	1	2
11955	COTOPAXI	13	13	01	1	2
11957	PEDRO CASTRILLON	5	4	57	1	2
11958	5 DE ABRIL	1	1	57	1	2
11959	QUERUBIN GUADAMUD	13	13	01	1	2
11960	SAN VICENTE	13	18	01	2	2
11962	SIMON BOLIVAR	13	13	01	1	2
11963	SAN ANTONIO DE RIO BLANCO	1	1	57	1	2
11964	JUAN TULCANAZ ARROYO	5	4	57	1	2
11966	ELOY ALFARO	13	13	01	1	2
11967	VICENTE ESCANDON ASTUDILLO	1	1	57	1	2
11969	SILVESTRE BARRETO	13	13	01	1	2
11970	JUAN LEON MERA	1	1	57	1	2
11972	2 DE AGOSTO	13	13	01	1	2
11973	AMAZONAS	13	13	01	1	2
11975	DR. GONZALO LANAS SILVA	5	4	58	1	2
11976	FRANCISCO DE MIRANDA	13	13	01	1	2
11978	SIMON BOLIVAR (CRISTO DEL CONSUELO)	13	18	01	5	2
11979	HUAYNA CAPAC	13	13	01	1	2
11980	JOSE MARTI	5	4	58	1	2
11981	ALONSO GONZALEZ GONZALEZ	1	1	57	1	2
11982	15 DE AGOSTO	13	13	01	1	2
11985	EUGENIO ESPEJO (LA CUESTA)	13	13	01	1	2
11986	JULIO BRAVO ABAD	1	1	57	1	2
11987	JUAN MONTALVO	13	13	01	1	2
11988	ABDON CALDERON (EL MALO ABAJO)	13	18	01	2	2
11990	ANIBAL SAN ANDRES	13	13	01	1	2
11991	29 DE JUNIO	1	1	57	1	2
11992	17 DE JULIO	13	13	01	1	2
11995	QUITO	13	13	01	1	2
11996	CARLOS MORALES	1	1	57	1	2
11997	VELASCO IBARRA	13	13	01	1	2
11998	FRANCISCO CAMPOS	13	13	01	1	2
12001	ESPANA	13	13	01	1	2
12002	3 DE MAYO	1	1	57	1	2
12003	SANTA ROSA	13	18	01	2	2
12004	CIUDAD DE QUITO	13	13	01	1	2
12005	TERESA SEMERIA	1	1	58	1	2
12006	2 DE AGOSTO	13	13	02	1	2
12007	MANUEL RAMON BALAREZO	1	1	58	1	2
12009	GENERAL RUMIÑAHUI	13	13	01	1	2
12010	5 DE JUNIO	13	13	51	1	2
12011	MANUEL VEGA	1	1	58	1	2
12012	SAN ANTONIO	13	18	01	5	2
12014	JOSE MARIA PACURUCU ORTEGA	1	1	56	1	2
12015	GREGORIO MARAÑON	13	13	01	1	2
12016	FRANCISCO DE PAULA MOREIRA	13	13	01	1	2
12017	MIGUEL CHERREZ  MALDONADO	1	1	58	1	2
12019	FEDERICO GONZALEZ SUAREZ	13	13	01	1	2
12020	FRANCISCO TAMARIZ	1	1	58	1	2
12021	OLAYA R MACIAS	13	13	01	1	2
12022	SAN ANDRES	13	18	01	2	2
12023	MANUEL MATHEUS	13	13	01	1	2
12024	GREGORIO CORDERO CRESPO	1	1	59	1	2
12025	JESUS DEL GRAN PODER	13	18	01	2	2
12026	EJERCITO ECUATORIANO	13	13	01	1	2
12027	OCTAVIO CORDERO PALACIOS	1	1	59	1	2
12028	VIRGEN DEL CISNE	13	18	01	4	2
12029	FLOR MEDRANDA DE CHANCAY	13	13	01	1	2
12030	JESUS MARIA YEPEZ	1	1	59	1	2
12031	SEGISMUNDO FREUD	13	13	01	1	2
12032	MANUEL CORONEL	1	1	60	1	2
12033	SIMON BOLIVAR	13	13	01	1	2
12034	MEDARDO LUIS TORRES	1	1	60	1	2
12035	JOSE MARIA SANTANA	13	13	01	1	2
12036	JOSE OCHOA SERRANO	1	1	60	1	2
12037	ELIAS GALARZA ARTEAGA	1	1	60	1	2
12038	LEONIDAS MACIAS CEVALLOS	13	13	01	1	2
12039	BENITO JUAREZ	13	13	01	1	2
12040	HUMBERTO ESQUIVEL	1	1	60	1	2
12041	JUAN MONTALVO NO.2	13	13	01	1	2
12042	GONZALO CORDERO (PLANTEL CENTRAL)	1	1	61	1	2
12043	JAIME ROLDOS AGUILERA	13	13	01	1	2
12044	25 DE MAYO	13	4	01	5	2
12045	CESAR HUMBERTO MALDONADO IGLESIAS	1	1	61	1	2
12046	BLANCA ANGELICA CEDEÑO	13	13	01	1	2
12047	MARTIN WELTE	1	1	61	1	2
12048	ROMEO CEDEÑO MIELES	13	13	01	1	2
12050	GENERAL ELOY ALFARO	13	13	01	1	2
12051	VICTOR MANUEL CEDEÑO GARCIA	13	13	01	5	2
12052	CIUDAD DE OTAVALO	1	1	61	1	2
12053	ZUMBAHUA	5	4	58	1	2
12055	12 DE DICIEMBRE (ESTERO ABIERTO)	13	18	01	2	2
12056	ALFONSO RIVERA NOVILLO	1	1	61	1	2
12058	CELIA DELGADO DE VASQUEZ	1	1	61	1	2
12059	BENJAMIN CARRION	5	4	58	1	2
12060	SANTIAGO RAMON Y CAJAL	13	13	51	1	2
12061	ANTONIO NEUMANE	1	1	61	1	2
12062	AURELIO DAVILA CAJAS	5	4	58	1	2
12063	NICARAGUA	13	13	51	1	2
12069	JOAQUIN MARIA GARCIA MENDOZA	13	13	51	1	2
12070	NELSON TORRES ARROYO	5	4	58	1	2
12071	AMADEO MALDONADO VASQUEZ	1	1	61	1	2
12072	MAYOR GALO MOLINA GANDARA	13	13	51	1	2
12073	NIÑO JESUS	13	18	01	4	2
12074	FRANCISCO DAQUILEMA	5	4	58	1	2
12075	DOLORES FLORES FLORES	1	1	61	1	2
12076	LEONIDAS ORTEGA MOREIRA	13	13	51	1	2
12077	RAFAEL QUINTANA ESPINOZA	5	4	58	1	2
12078	ABDON CALDERON MUÑOZ	13	13	51	1	2
12079	ROBERTO CRESPO TORAL	1	1	61	1	2
12080	CACIQUE TUMBALA (PLANTEL CENTRAL)	5	4	58	1	2
12081	HAIDEE MARIA SOLORZANO	13	13	51	1	2
12082	VEINTICUATRO DE OCTUBRE	5	4	58	1	2
12083	JUAN IÑIGUEZ VINTIMILLA	1	1	61	1	2
12084	VICENTE ROCAFUERTE	13	13	51	1	2
12085	MANUEL MARIA PALACIOS BRAVO	1	1	62	1	2
12086	ECUADOR AMAZONICO	13	18	01	4	2
12087	SERGIO NUÑEZ	5	4	58	1	2
12088	TOMAS ALVA EDISON	13	13	51	1	2
12089	ISAAC A. CHICO	1	1	62	1	2
12090	ASOC. DE PROFESORES JUBILADOS	5	4	58	1	2
12091	PRIMERO DE AGOSTO	13	13	51	1	2
12092	ANTONIO SEGOVIA	13	13	53	1	2
12093	DR. ANTONIO ANTE	13	13	51	1	2
12094	ESTADOS UNIDOS DE NORTE AMERICA	1	1	62	1	2
12096	PIO JARAMILLO ALVARADO	5	4	58	1	2
12097	SANTIAGO DOMO MENDOZA	13	13	51	1	2
12098	FEDERICO MALO	1	1	62	1	2
12099	LUIS FELIPE BORJA	13	13	55	1	2
12100	GUAYAQUIL (PLANTEL CENTRAL)	5	5	01	1	2
12101	CHIMBORAZO	13	13	51	1	2
12102	HNO. ENRIQUE VASQUEZ PACHECO	1	1	62	1	2
12103	HORACIO HIDROVO VELASQUEZ	13	13	53	1	2
12104	NICOLAS MORA PALACIOS	13	13	51	1	2
12105	DR.CAMILO GALLEGOS DOMINGUEZ	5	5	01	1	2
12106	VICENTE LEON PICON	1	1	62	1	2
12107	ANGEL RAFAEL ALAVA	13	13	52	1	2
12108	JOSE RUBEN SOLORZANO	13	13	53	1	2
12109	ALEJANDRO DAVALOS CALLE	5	5	01	1	2
12110	JOSE MARIA EGAS M.	1	1	64	1	2
12111	VICENTE ROCAFUERTE	13	13	55	1	2
12112	LUIS CORDERO	5	5	01	1	2
12113	3 DE NOVIEMBRE	1	1	01	1	2
12114	24 DE MAYO	13	13	52	1	2
12115	VICTORIA DE JUNIN	13	13	53	1	2
12116	GASPAR SANGURIMA	1	1	64	1	2
12117	MEXICO	5	5	01	1	2
12119	JORGE PIN CASTILLO	13	13	53	1	2
12120	LUIS EDUARDO GUERRERO	1	1	64	1	2
12121	JOSE EMILIO ALVAREZ	5	5	01	1	2
12122	8 DE ENERO	13	19	51	5	2
12124	ZOILA ESPERANZA PALACIO	1	1	64	1	2
12125	24 DE JULIO	13	13	52	1	2
12126	JORGE CEVALLOS PEREZ	5	5	01	1	2
12127	LUCILA FERNANDEZ UGALDE	13	13	01	1	2
12128	LA UNION	13	13	53	1	2
12129	ALFONSO MARIA BORRERO (PLANTEL CENTRAL)	1	1	64	1	2
12130	GENERAL PINTAG	5	5	01	1	2
12131	ELOY ALFARO	13	13	52	1	2
12132	JUAN LEON MERA	13	13	53	1	2
12133	COLEGIO MEDICOS DE COTOPAXI	5	5	01	1	2
12134	5 DE AGOSTO	13	13	52	1	2
12135	JOSE VICTOR ORDOÑEZ ZAMBONINO	1	1	64	1	2
12136	FRAY GASPAR DE CARVAJAL	1	1	65	1	2
12137	ELISA ORTIZ DE AULESTIA	5	5	01	1	2
12138	JUAN MONTALVO	13	13	53	1	2
12139	JOSE ARNULFO LOOR	13	13	52	1	2
12140	GENERAL EPICLACHIMA	5	5	54	1	2
12141	SIMON BOLIVAR	13	13	55	1	2
12142	JESUS VAZQUEZ OCHOA	1	1	65	1	2
12144	12 DE MARZO	13	13	52	1	2
12145	CIUDAD DE AYACUCHO	13	13	53	1	2
12146	ANDRES GALINDO	1	1	65	1	2
12147	SIMON BOLIVAR	13	13	52	1	2
12148	LUIS ARBOLEDA MARTINEZ	13	13	53	1	2
12149	COL. DE INGENIEROS CIVILES DE COTOPAXI	5	5	01	1	2
12150	JOAQUIN MALO TAMARIZ	1	1	65	1	2
12151	VICENTA LAZ BERMELLO	13	13	52	1	2
12152	ALBORADA	1	1	65	5	2
12153	RAMON BARBA NARANJO	5	5	01	1	2
12154	LIBERTADOR SIMON BOLIVAR	13	13	52	1	2
12155	LOS LAURELES	1	1	65	1	2
12156	YOLANDA MEDINA MENA	5	5	54	1	2
12157	SAN GREGORIO	13	13	52	1	2
12158	GONZALEZ SUAREZ	5	5	01	1	2
12159	CORNELIO RUILOVA SANCHEZ	1	1	65	1	2
12160	ATAHUALPA	13	13	53	1	2
12161	12 DE OCTUBRE	13	13	52	1	2
12162	24 DE JULIO	13	13	52	1	2
12163	CARLOS RIGOBERTO VINTIMILLA	1	1	67	1	2
12164	DR. CRISTOBAL SALGADO	5	5	01	1	2
12165	ELOY ALFARO	13	13	52	1	2
12166	DAULE PERIPA	13	13	55	1	2
12167	EUGENIO ESPEJO (GUARUMO ADENTRO)	13	13	52	1	2
12168	ROSARIO PRIETO DE FARFAN	1	1	66	1	2
12169	2 DE AGOSTO	13	13	55	1	2
12170	LUIS SERRANO AREVALO	1	1	66	1	2
12171	DR. MANUEL EDUARDO CEPEDA	5	5	01	1	2
12173	26 DE SEPTIEMBRE	13	13	52	1	2
12174	DORA BEATRIZ CANELOS B.	1	1	66	1	2
12175	ALONSO ATI	5	5	01	1	2
12176	SIMON BOLIVAR	13	13	01	5	2
12178	MIGUEL PRIETO	1	1	66	1	2
12180	MANABI	13	3	01	1	2
12181	HECTOR SEMPERTEGUI GARCIA	1	1	15	1	2
12182	JOSE ORTEGA Y GASSET	5	5	01	1	2
12183	SANTANA	1	1	11	5	2
12184	CRISTOBAL COLON	5	5	01	1	2
12186	ENRIQUETA CAMPOS	1	1	66	1	2
12187	ROSA ZARATE	5	5	01	1	2
12188	JOSE MARIA ASTUDILLO ORTEGA	1	1	67	1	2
12190	SAN FRANCISCO DE ASIS	5	5	01	4	2
12191	ALFONSO MORENO MORA	1	1	68	1	2
12193	LUIS CORNEJO PEREZ	1	1	68	1	2
12194	ANA MARIA ANDRADE	13	13	55	1	2
12195	SAN MIGUEL DE CHAULLAYACU	1	1	68	1	2
12196	FRANCISCO CANTUÑA	5	5	51	1	2
12198	JOSE SALVADOR SANCHEZ ORTEGA	1	1	68	1	2
12199	MANUELA CAÑIZARES	13	13	53	1	2
12200	IGNACIO FLORES HERMANO MIGUEL	5	5	51	1	2
12202	FRANCISCO MOSCOSO	1	1	68	1	2
12203	ABDON CALDERON	13	3	01	1	2
12204	ALICIA MARCUATH DE YEROVI	5	5	52	1	2
12205	IBARRA  #2	13	3	02	1	2
12206	JUAN CONTRERAS	1	1	68	1	2
12207	MAGDALENA DAVALOS	5	5	52	1	2
12208	13 DE OCTUBRE	13	13	55	1	2
12209	JUAN MONTALVO NO.41	13	3	01	1	2
12210	JUAN MONTALVO	5	5	52	1	2
12211	WILFRIDO VITERI MEDRANDA	13	3	01	1	2
12212	SAN ALFONSO	1	1	71	1	2
12214	29 DE JULIO	1	1	68	1	2
12215	AURELIO SALAZAR	13	3	01	1	2
12217	JORGE VALENCIA PEÑAHERRERA	1	1	68	1	2
12219	VICENTE AMADOR FLOR	13	13	53	1	2
12220	CESAR AMABLE VIZUETE	5	5	52	1	2
12221	REPUBLICA DE MEXICO	13	3	01	1	2
12222	MONSEÑOR LEONIDAS PROAÑO	1	1	68	1	2
12224	REPUBLICA DE CHILE	13	3	01	1	2
12225	VEITISIETE DE FEBRERO	5	5	52	1	2
12226	ZOILA CARMEN ALVARADO	1	1	68	1	2
12228	SONIA HERNANDEZ DE ZAMORA	13	13	53	1	2
12229	GONZALO A. HERRERA R.	5	5	52	1	2
12231	ING. LUIS NUÑEZ SANCHEZ	5	5	52	1	2
12232	ABDON CALDERON	1	1	69	1	2
12233	SAN FELIPE	13	13	53	1	2
12234	SAN AGUSTIN	13	3	01	1	2
12235	CARLOS LEONIDAS VITERI	5	5	52	1	2
12236	MARISCAL SUCRE	13	13	55	1	2
12238	EUGENIO ESPEJO (LA VIZUETA)	13	13	53	1	2
12239	OSWALDO BONILLA ACOSTA	5	5	52	1	2
12240	PLUTARCO ARTEAGA	13	3	02	1	2
12241	JUAN DE DIOS MORALES	13	13	55	1	2
12242	MIGUEL DE SANTIAGO	5	5	52	1	2
12243	JULIA GONZALEZ BARBERAN	13	3	01	1	2
12245	ROSA MERCEDES GARCES	5	5	52	1	2
12246	ANA BERTINA CALDERON	13	3	01	1	2
12248	PASTEUR	5	5	52	1	2
12249	ROBERTO DELGADO BALDA	13	3	01	1	2
12251	JOSE RAFAEL ARIZAGA	1	1	69	1	2
12252	RIO CHONE	13	3	01	1	2
12253	TUPAC YUPANQUI	5	5	52	1	2
12254	JOSEFA VERA DE ARAY	13	3	01	1	2
12255	AURELIO OCHOA A.	1	1	69	1	2
12256	BRASIL LEONIDAS GARCIA	13	20	01	1	2
12257	GRAL. LUIS TELMO PAZ Y MIÑO	5	5	52	1	2
12258	ENRIQUE DELGADO COPIANO	13	3	01	1	2
12259	FRANCISCO ASTUDILLO	1	1	69	1	2
12260	24 DE JULIO	13	3	01	1	2
12261	JOSE VELLES GONZALEZ	13	20	01	1	2
12262	REINALDO MURGUEYTIO	5	5	53	1	2
12263	ANGEL BENIGNO BARRETO TAPIA	1	1	69	1	2
12266	MANUEL MARIA POLIT LASSO	1	1	69	1	2
12267	ARCELIA GERMAN	5	5	53	1	2
12268	JUAN JACOBO ROUSSEAU	13	3	01	1	2
12270	TOMAS RENDON	1	1	70	1	2
12271	RIO CUTUCHI	5	5	53	1	2
12272	ALEIDA BARBERAN DE AVEIGA	13	3	01	1	2
12273	24 DE MAYO	13	20	01	1	2
12274	MANUEL GUERRERO	1	1	70	1	2
12275	PANZALEOS	5	5	53	1	2
12276	JOSE MEJIA LEQUERICA	13	3	01	1	2
12277	JULIO ENRIQUE PAREDES	13	20	01	1	2
12278	MARISCAL ANTONIO JOSE DE SUCRE	1	1	70	1	2
12279	CAP.PEDRO ALCIVAR	13	3	01	1	2
12280	ESPAÑA	5	5	53	1	2
12281	RAMON BORRERO	1	1	70	1	2
12282	HOMERO ANDRADE ALCIVAR	13	3	57	1	2
12284	TRECE DE ABRIL	5	5	53	1	2
12285	DR. CESAR DELGADO ARAY	13	3	02	1	2
12286	HIPOLITO MORA ESPINOZA	1	1	70	1	2
12287	JARAMIJO	13	21	01	3	2
12288	CALDERON DE LA BARCA	5	5	53	1	2
12290	OCTAVIO DIAZ LEON	1	1	70	1	2
12291	PROVINCIA DEL CAÑAR	5	5	53	1	2
